    27,    80,20100101,   13,    0
    27,    80,20100102,  -13,    0
    27,    80,20100103,  -14,    0
    27,    80,20100104,  -16,    0
    27,    80,20100105,  -42,    0
    27,    80,20100106,  -23,    0
    27,    80,20100107,  -29,    0
    27,    80,20100108,  -36,    0
    27,    80,20100109,  -31,    0
    27,    80,20100110,  -20,    0
    27,    80,20100111,  -42,    0
    27,    80,20100112,  -59,    0
    27,    80,20100113,  -24,    0
    27,    80,20100114,   -3,    0
    27,    80,20100115,    8,    0
    27,    80,20100116,    5,    0
    27,    80,20100117,    0,    0
    27,    80,20100118,   29,    0
    27,    80,20100119,   25,    0
    27,    80,20100120,    1,    0
    27,    80,20100121,  -46,    0
    27,    80,20100122,  -56,    0
    27,    80,20100123,  -68,    0
    27,    80,20100124,  -48,    0
    27,    80,20100125,  -47,    0
    27,    80,20100126,  -56,    0
    27,    80,20100127,  -77,    0
    27,    80,20100128,    4,    0
    27,    80,20100129,   10,    0
    27,    80,20100130,    1,    0
    27,    80,20100131,  -23,    0
    27,    80,20100201,   -9,    0
    27,    80,20100202,   10,    0
    27,    80,20100203,   22,    0
    27,    80,20100204,    4,    0
    27,    80,20100205,   16,    0
    27,    80,20100206,   24,    0
    27,    80,20100207,  -37,    0
    27,    80,20100208,  -50,    0
    27,    80,20100209,  -46,    0
    27,    80,20100210,  -25,    0
    27,    80,20100211,  -38,    0
    27,    80,20100212,  -25,    0
    27,    80,20100213,  -17,    0
    27,    80,20100214,  -34,    0
    27,    80,20100215,  -21,    0
    27,    80,20100216,  -12,    0
    27,    80,20100217,   -5,    0
    27,    80,20100218,   29,    0
    27,    80,20100219,   21,    0
    27,    80,20100220,   28,    0
    27,    80,20100221,   28,    0
    27,    80,20100222,   37,    0
    27,    80,20100223,   63,    0
    27,    80,20100224,   74,    0
    27,    80,20100225,   80,    0
    27,    80,20100226,   70,    0
    27,    80,20100227,   58,    0
    27,    80,20100228,   89,    0
    27,    80,20100301,   66,    0
    27,    80,20100302,   42,    0
    27,    80,20100303,   26,    0
    27,    80,20100304,    7,    0
    27,    80,20100305,  -23,    0
    27,    80,20100306,  -31,    0
    27,    80,20100307,  -27,    0
    27,    80,20100308,  -24,    0
    27,    80,20100309,  -23,    0
    27,    80,20100310,   -4,    0
    27,    80,20100311,   12,    0
    27,    80,20100312,   21,    0
    27,    80,20100313,   43,    0
    27,    80,20100314,   52,    0
    27,    80,20100315,   27,    0
    27,    80,20100316,   36,    0
    27,    80,20100317,   66,    0
    27,    80,20100318,   90,    0
    27,    80,20100319,  108,    0
    27,    80,20100320,  121,    0
    27,    80,20100321,  135,    0
    27,    80,20100322,  100,    0
    27,    80,20100323,  116,    0
    27,    80,20100324,  122,    0
    27,    80,20100325,  145,    0
    27,    80,20100326,  138,    0
    27,    80,20100327,   93,    0
    27,    80,20100328,   95,    0
    27,    80,20100329,  116,    0
    27,    80,20100330,  138,    0
    27,    80,20100331,   88,    0
    27,    80,20100401,   82,    0
    27,    80,20100402,   74,    0
    27,    80,20100403,  101,    0
    27,    80,20100404,  110,    0
    27,    80,20100405,   92,    0
    27,    80,20100406,   91,    0
    27,    80,20100407,  102,    0
    27,    80,20100408,  126,    0
    27,    80,20100409,  108,    0
    27,    80,20100410,   70,    0
    27,    80,20100411,   54,    0
    27,    80,20100412,   74,    0
    27,    80,20100413,  109,    0
    27,    80,20100414,   87,    0
    27,    80,20100415,   85,    0
    27,    80,20100416,   98,    0
    27,    80,20100417,  102,    0
    27,    80,20100418,  127,    0
    27,    80,20100419,  143,    0
    27,    80,20100420,  141,    0
    27,    80,20100421,   81,    0
    27,    80,20100422,   82,    0
    27,    80,20100423,  110,    0
    27,    80,20100424,  132,    0
    27,    80,20100425,  157,    0
    27,    80,20100426,  149,    0
    27,    80,20100427,  140,    0
    27,    80,20100428,  145,    0
    27,    80,20100429,  182,    0
    27,    80,20100430,  207,    0
    27,    80,20100501,  172,    0
    27,    80,20100502,  144,    0
    27,    80,20100503,  135,    0
    27,    80,20100504,  110,    0
    27,    80,20100505,   97,    0
    27,    80,20100506,  123,    0
    27,    80,20100507,  123,    0
    27,    80,20100508,  139,    0
    27,    80,20100509,  127,    0
    27,    80,20100510,  139,    0
    27,    80,20100511,  161,    0
    27,    80,20100512,  163,    0
    27,    80,20100513,  126,    0
    27,    80,20100514,   88,    0
    27,    80,20100515,   92,    0
    27,    80,20100516,  119,    0
    27,    80,20100517,  136,    0
    27,    80,20100518,  112,    0
    27,    80,20100519,   94,    0
    27,    80,20100520,  139,    0
    27,    80,20100521,  160,    0
    27,    80,20100522,  183,    0
    27,    80,20100523,  178,    0
    27,    80,20100524,  176,    0
    27,    80,20100525,  169,    0
    27,    80,20100526,  144,    0
    27,    80,20100527,  148,    0
    27,    80,20100528,  175,    0
    27,    80,20100529,  179,    0
    27,    80,20100530,  164,    0
    27,    80,20100531,  135,    0
    27,    80,20100601,  121,    0
    27,    80,20100602,  118,    0
    27,    80,20100603,  145,    0
    27,    80,20100604,  177,    0
    27,    80,20100605,  199,    0
    27,    80,20100606,  225,    0
    27,    80,20100607,  219,    0
    27,    80,20100608,  213,    0
    27,    80,20100609,  224,    0
    27,    80,20100610,  258,    0
