    27,    80,20000101,   16,    0
    27,    80,20000102,   33,    0
    27,    80,20000103,   24,    0
    27,    80,20000104,   47,    0
    27,    80,20000105,   40,    0
    27,    80,20000106,   -3,    0
    27,    80,20000107,   31,    0
    27,    80,20000108,   30,    0
    27,    80,20000109,   19,    0
    27,    80,20000110,   20,    0
    27,    80,20000111,    9,    0
    27,    80,20000112,  -22,    0
    27,    80,20000113,  -19,    0
    27,    80,20000114,  -26,    0
    27,    80,20000115,  -10,    0
    27,    80,20000116,    7,    0
    27,    80,20000117,   57,    0
    27,    80,20000118,   33,    0
    27,    80,20000119,   14,    0
    27,    80,20000120,   21,    0
    27,    80,20000121,   -1,    0
    27,    80,20000122,   -7,    0
    27,    80,20000123,  -49,    0
    27,    80,20000124,  -62,    0
    27,    80,20000125,  -61,    0
    27,    80,20000126,  -31,    0
    27,    80,20000127,    9,    0
    27,    80,20000128,    7,    0
    27,    80,20000129,   51,    0
    27,    80,20000130,   65,    0
    27,    80,20000131,   90,    0
    27,    80,20000201,   81,    0
    27,    80,20000202,   95,    0
    27,    80,20000203,   54,    0
    27,    80,20000204,   51,    0
    27,    80,20000205,   86,    0
    27,    80,20000206,   93,    0
    27,    80,20000207,   77,    0
    27,    80,20000208,  103,    0
    27,    80,20000209,   63,    0
    27,    80,20000210,   55,    0
    27,    80,20000211,   56,    0
    27,    80,20000212,   32,    0
    27,    80,20000213,   45,    0
    27,    80,20000214,   33,    0
    27,    80,20000215,   59,    0
    27,    80,20000216,   40,    0
    27,    80,20000217,   19,    0
    27,    80,20000218,   15,    0
    27,    80,20000219,   46,    0
    27,    80,20000220,   20,    0
    27,    80,20000221,    1,    0
    27,    80,20000222,    5,    0
    27,    80,20000223,   28,    0
    27,    80,20000224,   52,    0
    27,    80,20000225,   53,    0
    27,    80,20000226,   36,    0
    27,    80,20000227,   44,    0
    27,    80,20000228,   87,    0
    27,    80,20000229,   93,    0
    27,    80,20000301,   79,    0
    27,    80,20000302,   44,    0
    27,    80,20000303,   74,    0
    27,    80,20000304,   32,    0
    27,    80,20000305,   15,    0
    27,    80,20000306,   49,    0
    27,    80,20000307,   86,    0
    27,    80,20000308,  101,    0
    27,    80,20000309,  117,    0
    27,    80,20000310,   49,    0
    27,    80,20000311,   77,    0
    27,    80,20000312,   45,    0
    27,    80,20000313,   51,    0
