    27,    80,20200101,   18,    0
    27,    80,20200102,  -33,    0
    27,    80,20200103,   44,    0
    27,    80,20200104,   52,    0
    27,    80,20200105,   26,    0
    27,    80,20200106,   21,    0
    27,    80,20200107,   29,    0
    27,    80,20200108,   51,    0
    27,    80,20200109,   78,    0
    27,    80,20200110,   88,    0
    27,    80,20200111,   41,    0
    27,    80,20200112,   32,    0
    27,    80,20200113,   50,    0
    27,    80,20200114,   45,    0
    27,    80,20200115,   22,    0
    27,    80,20200116,   26,    0
    27,    80,20200117,   15,    0
    27,    80,20200118,   31,    0
    27,    80,20200119,   31,    0
    27,    80,20200120,   34,    0
    27,    80,20200121,   -6,    0
    27,    80,20200122,   22,    0
    27,    80,20200123,   26,    0
    27,    80,20200124,    5,    0
    27,    80,20200125,   12,    0
    27,    80,20200126,   16,    0
    27,    80,20200127,   46,    0
    27,    80,20200128,   55,    0
    27,    80,20200129,   43,    0
    27,    80,20200130,   52,    0
    27,    80,20200131,  123,    0
    27,    80,20200201,  119,    0
    27,    80,20200202,  106,    0
    27,    80,20200203,  103,    0
    27,    80,20200204,   44,    0
    27,    80,20200205,   26,    0
    27,    80,20200206,   35,    0
    27,    80,20200207,   57,    0
    27,    80,20200208,   40,    0
    27,    80,20200209,   76,    0
    27,    80,20200210,   75,    0
    27,    80,20200211,   50,    0
    27,    80,20200212,   36,    0
    27,    80,20200213,   50,    0
    27,    80,20200214,   74,    0
    27,    80,20200215,   60,    0
    27,    80,20200216,   98,    0
    27,    80,20200217,  109,    0
    27,    80,20200218,   71,    0
    27,    80,20200219,   56,    0
    27,    80,20200220,   61,    0
    27,    80,20200221,   50,    0
    27,    80,20200222,  103,    0
    27,    80,20200223,  123,    0
    27,    80,20200224,   66,    0
    27,    80,20200225,   97,    0
    27,    80,20200226,   59,    0
    27,    80,20200227,   54,    0
    27,    80,20200228,   38,    0
    27,    80,20200229,   59,    0
    27,    80,20200301,   82,    0
    27,    80,20200302,   84,    0
    27,    80,20200303,   59,    0
    27,    80,20200304,   55,    0
    27,    80,20200305,   72,    0
    27,    80,20200306,   80,    0
    27,    80,20200307,   57,    0
    27,    80,20200308,   77,    0
    27,    80,20200309,   78,    0
    27,    80,20200310,   70,    0
    27,    80,20200311,  101,    0
    27,    80,20200312,  127,    0
    27,    80,20200313,   83,    0
    27,    80,20200314,   61,    0
    27,    80,20200315,   60,    0
    27,    80,20200316,   81,    0
    27,    80,20200317,  104,    0
    27,    80,20200318,  111,    0
    27,    80,20200319,  113,    0
    27,    80,20200320,  109,    0
    27,    80,20200321,   39,    0
    27,    80,20200322,   10,    0
    27,    80,20200323,   11,    0
    27,    80,20200324,   24,    0
    27,    80,20200325,   31,    0
    27,    80,20200326,   56,    0
    27,    80,20200327,  110,    0
    27,    80,20200328,   99,    0
    27,    80,20200329,   48,    0
    27,    80,20200330,   24,    0
    27,    80,20200331,   16,    0
    27,    80,20200401,   40,    0
    27,    80,20200402,   70,    0
    27,    80,20200403,   75,    0
    27,    80,20200404,   94,    0
    27,    80,20200405,  104,    0
    27,    80,20200406,  144,    0
    27,    80,20200407,  140,    0
    27,    80,20200408,  142,    0
    27,    80,20200409,  145,    0
    27,    80,20200410,  136,    0
    27,    80,20200411,  122,    0
    27,    80,20200412,  149,    0
    27,    80,20200413,   93,    0
    27,    80,20200414,   60,    0
    27,    80,20200415,  111,    0
    27,    80,20200416,  149,    0
    27,    80,20200417,  152,    0
    27,    80,20200418,  162,    0
    27,    80,20200419,  121,    0
    27,    80,20200420,  112,    0
    27,    80,20200421,  125,    0
    27,    80,20200422,  131,    0
    27,    80,20200423,  144,    0
    27,    80,20200424,  164,    0
    27,    80,20200425,  105,    0
    27,    80,20200426,  124,    0
    27,    80,20200427,  160,    0
    27,    80,20200428,  187,    0
    27,    80,20200429,  149,    0
    27,    80,20200430,  165,    0
    27,    80,20200501,  145,    0
    27,    80,20200502,  118,    0
    27,    80,20200503,  126,    0
    27,    80,20200504,  126,    0
    27,    80,20200505,   91,    0
    27,    80,20200506,  119,    0
    27,    80,20200507,  144,    0
    27,    80,20200508,  176,    0
    27,    80,20200509,  184,    0
    27,    80,20200510,  185,    0
    27,    80,20200511,   78,    0
    27,    80,20200512,   93,    0
    27,    80,20200513,  106,    0
    27,    80,20200514,  121,    0
    27,    80,20200515,  127,    0
    27,    80,20200516,  142,    0
    27,    80,20200517,  156,    0
    27,    80,20200518,  179,    0
    27,    80,20200519,  189,    0
    27,    80,20200520,  167,    0
    27,    80,20200521,  167,    0
    27,    80,20200522,  173,    0
    27,    80,20200523,  151,    0
    27,    80,20200524,  148,    0
    27,    80,20200525,  125,    0
    27,    80,20200526,  149,    0
    27,    80,20200527,  168,    0
    27,    80,20200528,  136,    0
    27,    80,20200529,  157,    0
    27,    80,20200530,  149,    0
    27,    80,20200531,  146,    0
    27,    80,20200601,  187,    0
    27,    80,20200602,  175,    0
    27,    80,20200603,  188,    0
    27,    80,20200604,  165,    0
    27,    80,20200605,  157,    0
    27,    80,20200606,  164,    0
    27,    80,20200607,  147,    0
    27,    80,20200608,  168,    0
    27,    80,20200609,  181,    0
    27,    80,20200610,  154,    0
    27,    80,20200611,  191,    0
    27,    80,20200612,  221,    0
    27,    80,20200613,  224,    0
    27,    80,20200614,  195,    0
    27,    80,20200615,  216,    0
    27,    80,20200616,  224,    0
    27,    80,20200617,  225,    0
    27,    80,20200618,  188,    0
    27,    80,20200619,  175,    0
    27,    80,20200620,  169,    0
    27,    80,20200621,  193,    0
    27,    80,20200622,  220,    0
    27,    80,20200623,  210,    0
    27,    80,20200624,  174,    0
    27,    80,20200625,  219,    0
    27,    80,20200626,  216,    0
    27,    80,20200627,  231,    0
    27,    80,20200628,  259,    0
    27,    80,20200629,  198,    0
    27,    80,20200630,  218,    0
    27,    80,20200701,  258,    0
    27,    80,20200702,  214,    0
    27,    80,20200703,  214,    0
    27,    80,20200704,  227,    0
    27,    80,20200705,  247,    0
    27,    80,20200706,  208,    0
    27,    80,20200707,  185,    0
    27,    80,20200708,  165,    0
    27,    80,20200709,  211,    0
